slope_Outdoor view,r_value_Outdoor view,p_value_Outdoor view,std_err_Outdoor view,timestamp_Outdoor view,slope_Indoor w/ window view,r_value_Indoor w/ window view,p_value_Indoor w/ window view,std_err_Indoor w/ window view,timestamp_Indoor w/ window view,slope_Indoor w/o window view,r_value_Indoor w/o window view,p_value_Indoor w/o window view,std_err_Indoor w/o window view,timestamp_Indoor w/o window view
-1.038654056687736,-0.9539766421820328,9.380147895385105e-27,0.04712608868931812,20230210T1230,-1.244201595492727,-0.9845236184736952,5.772626955706826e-38,0.03196736543687194,20230322T1130,-1.5454900093983848,-0.9817045075624715,3.104150032792058e-36,0.043266951669171654,20230613T1130
-1.036533684535428,-0.9567302161559041,2.2011239398011912e-27,0.04550206951247588,20230210T1300,-1.3335490222397124,-0.9796258457833312,4.013636171119636e-35,0.03946021835159568,20230322T1200,-1.5445679659150244,-0.9820430059283278,1.9903445507741195e-36,0.04282814399039522,20230613T1200
-1.0393865015498092,-0.9574274111461683,1.5022527427099699e-27,0.045233319451949375,20230210T1330,-1.2667947806884214,-0.986888303402144,1.107984999125976e-39,0.029904312132264417,20230322T1230,-1.5450800501213016,-0.9818643851842402,2.5190227402855094e-36,0.04306078742878385,20230613T1300
-1.0447153538181229,-0.9535158991296184,1.1851669563019904e-26,0.04765517978702865,20230210T1400,-1.3486373849100368,-0.9829715898147006,5.6232569977465126e-37,0.036389736207670685,20230322T1300,-1.5498582504551939,-0.9808689447794628,8.982086481083389e-36,0.04439741767361587,20230613T1330
-1.0447153538181229,-0.9535158991296184,1.1851669563019904e-26,0.04765517978702865,20230210T1400,-1.3234033345859573,-0.9841244280819746,1.0589718011956089e-37,0.03444853329027884,20230322T1330,-1.5541523839358857,-0.9809915419016211,7.708349902763521e-36,0.04437337610657953,20230613T1400
-1.1213819297686038,-0.9552860809478293,4.761775391984589e-27,0.05009864818040371,20230210T1500,-1.3031436485991605,-0.984466488198357,6.30235666413337e-38,0.0335449729810139,20230322T1400,-1.5480151103199162,-0.9811553809031625,6.273722082244737e-36,0.04400172858393967,20230613T1430
-1.1388113109751725,-0.9462455093488453,3.570602632847719e-25,0.05618669788360367,20230210T1530,-1.324688615145286,-0.9843780388649399,7.215350761615071e-38,0.034198830248177416,20230322T1430,-1.5491004792572451,-0.9810876349919514,6.832836995506705e-36,0.044113948483309795,20230613T1500
-1.151636221551372,-0.9300546450340864,1.6484932279591216e-22,0.06566749852764002,20230210T1600,-1.2926336667761842,-0.9852919291730168,1.7153549487244765e-38,0.032357872820744496,20230322T1500,-1.5470012601251402,-0.981223147886678,5.758417900040799e-36,0.043891492943394075,20230613T1530
-1.2647458857944893,-0.9360972160660235,2.0195054628680798e-23,0.06859384891929544,20230210T1630,-1.317242189895026,-0.9835190159912628,2.5825573783985217e-37,0.034951997892085966,20230322T1530,-1.5523346839039702,-0.9805918399497252,1.264524418132156e-35,0.04479877541793147,20230613T1600
-1.4986274815899072,-0.9653873829884237,1.1431589987207004e-29,0.05844034289138279,20230210T1700,-1.301560979544714,-0.9846402721843668,4.820310758837293e-38,0.03331186643876789,20230322T1600,-1.548583818797613,-0.9812543604928801,5.534948020308343e-36,0.0438988099163283,20230613T1630
-1.4678156386754015,-0.9609787922421701,1.9328291172026966e-28,0.06098512109722236,20230210T1730,-1.2898246463831353,-0.982942174247567,5.859161532557697e-37,0.03483364688206706,20230322T1630,-1.3277875801581838,-0.9891255114761528,1.2744390216846593e-41,0.028496537471962756,20230616T1030
-0.37118278228482954,-0.7479921810230709,4.2997779925346466e-10,0.04753865571562365,20230210T1800,-1.306338477913366,-0.9837971496446611,1.7218387510081508e-37,0.03436163987459084,20230322T1700,-1.328473550352796,-0.9890964705119849,1.358242860207675e-41,0.02854993447955679,20230616T1100
-1.3273276142961283,-0.9775541406164661,4.0074226854833115e-34,0.04129039157690068,20230224T0800,-1.3282091534022118,-0.9823674645417702,1.2895668885231312e-36,0.03648558746112265,20230322T1730,-1.3292240754077416,-0.9889925810888432,1.7034061039859386e-41,0.02870409609905812,20230616T1130
-1.3179359311803784,-0.9789888914466077,8.342948919236324e-35,0.039622518540173485,20230224T0815,-1.3581497879231663,-0.9822396992942309,1.53136741613497e-36,0.03744663612347338,20230322T1800,-1.3297277506047478,-0.9891651295725341,1.1680653985289155e-41,0.028485286723184036,20230616T1200
-1.3305616715007138,-0.9774807978628705,4.330241109222628e-34,0.04146090644549223,20230224T0830,-1.4061410184814183,-0.983065544711364,4.929161719774014e-37,0.03783379740783458,20230322T1830,-1.3277824651641223,-0.9890866515062565,1.387753153362401e-41,0.02854814098457128,20230616T1230
-1.2963314831529837,-0.9738679639038459,1.478695492529218e-32,0.04363560926320056,20230224T0845,-1.3467391198329182,-0.9564104554798069,2.6171130056939355e-27,0.05935259267215179,20230322T1900,-1.3649694321790837,-0.9863701975687175,2.7923532676434963e-39,0.03286527274069397,20230616T1400
-1.2962733173340155,-0.9777308408694964,3.3215680699355058e-34,0.04015985635139724,20230224T0900,-1.2582481660962725,-0.9782300038278283,1.9385182928463553e-34,0.03852762843045785,20230614T0800,-1.3688242842810945,-0.9863040694623164,3.133999352871836e-39,0.033039608781602496,20230616T1430
-1.303560236649424,-0.9728684106844008,3.5997648782003996e-32,0.044744850420419056,20230224T0915,-1.039168409404522,-0.9908742973106476,1.933402325040418e-43,0.020403366537314917,20230614T0830,-1.3708521499677755,-0.9863287183212913,3.00221865708006e-39,0.033058146274927806,20230616T1500
-1.466219217573936,-0.9805770091749465,1.2877075105398199e-35,0.042330217650812504,20230224T0930,-1.1975199242278138,-0.96447125528343,2.118029333010926e-29,0.04734625268221834,20230614T1030,-1.3713699223389908,-0.9863071830258912,3.1170525867454674e-39,0.03309721213192977,20230616T1530
-1.3001670711657087,-0.9768130239383972,8.666882081648044e-34,0.04113125454648933,20230224T0945,-1.1898354373756845,-0.963175116533928,4.932739218917675e-29,0.04794145799612596,20230614T1100,-1.3861178510071972,-0.9893919304159922,7.047958081954853e-42,0.02937578831194485,20230621T0830
-1.3228830488822312,-0.9798649660075226,3.03139137836186e-35,0.0389070740547547,20230224T1000,-1.201183540801874,-0.9648784709900636,1.6134743654033037e-29,0.04720311856551987,20230614T1130,-1.3839949682552048,-0.9902036626831285,1.0525206453417517e-42,0.02816890661426457,20230621T0900
-1.3385684518749963,-0.9756642617173039,2.7308867293692912e-33,0.04342085832966633,20230224T1015,-1.1993222649940771,-0.9640639445297223,2.771783143539965e-29,0.047703742365275185,20230614T1200,-1.3887848819684485,-0.9893755950932339,7.311772962440492e-42,0.029455328320228066,20230621T0930
-1.3629056083142663,-0.9810134104839879,7.500132138566003e-36,0.03888995172668789,20230224T1030,-1.2001063818082618,-0.9643974150339067,2.22439570225675e-29,0.04750053833893946,20230614T1230,-1.3855405390186935,-0.9898723217393837,2.329928425780264e-42,0.028680518021692886,20230621T1000
-1.3066249366137876,-0.9770501117373772,6.790268992077787e-34,0.04111616604964993,20230224T1045,-1.416391657123815,-0.9864270093107586,2.5275994384387577e-39,0.03403077719135291,20230614T1330,-1.387108456633028,-0.9890106662914854,1.6378199543229466e-41,0.029929058987593748,20230621T1030
-1.3444102311450927,-0.9823746746356935,1.277073151746415e-36,0.03692287194294975,20230224T1100,-1.2497051457899397,-0.976549721017069,1.1331314287519431e-33,0.03976678285484169,20230614T1400,-1.3859991684119954,-0.9888289672708371,2.422800154840332e-41,0.030155501206865484,20230621T1100
-1.424293817155084,-0.9815953302266472,3.57625917397817e-36,0.03999613140068695,20230224T1115,-1.2554734816165096,-0.9764652508404446,1.234094093013002e-33,0.04002483137568697,20230614T1430,-1.3850327591431937,-0.9889006648589299,2.0775453578401307e-41,0.03003597865049001,20230621T1130
-1.3514622257514457,-0.9793188194864924,5.727294048334854e-35,0.040299970846678135,20230224T1130,-1.2389987608368251,-0.9767307815687181,9.426894991622825e-34,0.03926811366501113,20230614T1500,-1.3801354545814795,-0.9895567058400425,4.849364681867414e-42,0.029017321681534293,20230621T1200
-1.3046987956719247,-0.9704557508992879,2.7070608262177377e-31,0.04682024978835478,20230224T1145,-1.2407159234828762,-0.9758494860061179,2.278065942625266e-33,0.04008750415360173,20230614T1530,-1.383196646600483,-0.98923991266895,9.900047891120888e-42,0.029526580820613123,20230621T1230
-1.3087588264443268,-0.9769887405808165,7.2347758411069455e-34,0.041240292651347224,20230224T1215,-1.0841385463688071,-0.9707755223644595,2.092298020894605e-31,0.038684528544945314,20230614T1730,-1.3838086107150893,-0.9895538872786372,4.880721066934306e-42,0.02909853791738864,20230621T1300
-1.2815148606400302,-0.9751279602409728,4.5804460304310744e-33,0.04204310078156462,20230224T1230,-1.2533899271215676,-0.9909280323306285,1.6789015982952652e-43,0.024535900106140353,20230614T1800,-1.3861214727551188,-0.9901729608834168,1.1342208977500824e-42,0.028257020266527516,20230621T1330
-1.2823540550130539,-0.9859118612579243,6.144634470719101e-39,0.03140190779723928,20230224T1245,-1.251635577475154,-0.9909627884704341,1.5317344490033045e-43,0.024453933644678332,20230614T1830,-1.3872999625990965,-0.9903727107075594,6.944033358818303e-43,0.027987899530926782,20230621T1400
-1.276115517197283,-0.9832059890058751,4.042486459574862e-37,0.03418896745515773,20230224T1300,-1.341486449232915,-0.9887441629420952,2.902259401051311e-41,0.029299492402037452,20230616T0800,-1.3890076070556907,-0.9902525445683501,9.33956642440624e-43,0.028199263225243965,20230621T1430
-1.3133318898881925,-0.9735854831876036,1.90797996214853e-32,0.044455867343195225,20230224T1330,-1.163234402441797,-0.9837506499996715,1.8434763716151204e-37,0.030642424485492474,20230616T0830,-1.3959190591859139,-0.991101619194288,1.058007745179075e-43,0.02705974122410039,20230621T1500
-1.4258493811766086,-0.9869130820155426,1.0591004620890448e-39,0.033626545344855756,20230224T1400,-1.3849959290985763,-0.9705068056006461,2.5984762958936103e-31,0.04965685032198006,20230616T1730,-1.4030725598480018,-0.9908382383657973,2.124480549873367e-43,0.02760350526442784,20230621T1530
-1.390511480577675,-0.9893472463365702,7.792209134207042e-42,0.029531904249601927,20230224T1430,-1.3398843510643597,-0.9626278058901374,6.985401192497697e-29,0.05441035576848201,20230616T1800,-1.4092442233779299,-0.9907325345780995,2.7945471558281945e-43,0.027886638306356043,20230621T1600
-1.3483512162283344,-0.971290094295595,1.3739294805441582e-31,0.04766774482025316,20230224T1500,-1.3785108016516978,-0.983796227933677,1.7241733655032398e-37,0.03626110167112472,20230619T0800,-1.417245565042975,-0.9915276975359771,3.2742446023777425e-44,0.026798688392982023,20230621T1630
-1.3783261105855276,-0.9819108673565503,2.369779181913198e-36,0.038362793955451883,20230224T1530,-1.1113011550018392,-0.9702399119016938,3.216021201835617e-31,0.04003212772770087,20230619T0830,-1.422934354046499,-0.9909257036641083,1.6892314750170805e-43,0.02785846338318921,20230621T1700
-1.3062101677275904,-0.9786322896541232,1.244541544692263e-34,0.03961269958020756,20230224T1600,-1.4461674076021687,-0.9794647379876438,4.840096215964029e-35,0.04296681426462035,20230619T1030,-1.415343304715598,-0.9679499372755603,1.8571724024160312e-30,0.05300413422738764,20230626T0830
-0.9861167982855086,-0.9828196242673769,6.947984023976004e-37,0.026729562580741457,20230302T0730,-1.532639661747352,-0.9830034047000377,5.3783569093923035e-37,0.04131493902323309,20230619T1100,-1.3582863921987447,-0.9460752376297311,3.844749340475613e-25,0.06713036196577951,20230626T0900
-0.9877413136487913,-0.9829676197787264,5.65455609746316e-37,0.026655011339694105,20230302T0800,-1.4964228998098674,-0.9788833780103123,9.397670366076367e-35,0.04510504246432854,20230619T1130,-1.3626004103480576,-0.9444175639846761,7.803650839082381e-25,0.06846165559878478,20230626T0930
-0.984452224669429,-0.9820209696416493,2.0492963096356538e-36,0.027314327970061933,20230302T0830,-1.5288723430960571,-0.9804963547014977,1.4210830146334706e-35,0.04423332039535694,20230619T1200,-1.3621797157073152,-0.9463306575760302,3.4406201061149963e-25,0.06714942979918989,20230626T1000
-0.9884542936129287,-0.9830854057913956,4.793331677550244e-37,0.026579464411713112,20230302T0900,-1.536608057282664,-0.9825236031230257,1.0434936650538005e-36,0.042017927542995714,20230619T1230,-1.3626182376870106,-0.9445523785883839,7.373089211855068e-25,0.06837208373916606,20230626T1030
-0.9909307591560911,-0.9826543432994002,8.726781667941677e-37,0.026992355735468536,20230302T0930,-1.3754498815388325,-0.9889775830690585,1.7596977296042832e-41,0.029722892130661507,20230619T1330,-1.3613509562963155,-0.9445274095626621,7.451080472178435e-25,0.06832524139498299,20230626T1100
-0.9839502149999353,-0.9816969302869277,3.134887755971305e-36,0.027552160427661003,20230302T1000,-1.5406325481198024,-0.9901541402661905,1.1872714549748963e-42,0.03143734214417713,20230619T1400,-1.3586835855729391,-0.9440590632155549,9.068705012114204e-25,0.06850434829004741,20230626T1130
-0.9917075478611436,-0.9825764803711803,9.708702058451527e-37,0.02707569136695019,20230302T1030,-1.5572501938080026,-0.9886036473499923,3.9027697368970545e-41,0.034227298478808184,20230619T1430,-1.3634782875817295,-0.9455515892677293,4.819700665235177e-25,0.0677417416872141,20230626T1200
-0.9955796997743165,-0.9834779126932831,2.7404001487304776e-37,0.026450686234427645,20230302T1100,-1.4637227122235532,-0.9871093998955747,7.38485957546681e-40,0.034254715294411375,20230619T1500,-1.3619235530703164,-0.9444624558280853,7.657676589399409e-25,0.06839754758597005,20230626T1230
-0.9800548088891795,-0.9824522016349817,1.1498530980620471e-36,0.02685536103612213,20230302T1130,-1.4493378281727523,-0.9847850516547647,3.846460218022991e-38,0.036914716932290176,20230619T1530,-1.365434690527988,-0.9461899189451504,3.6579829334273925e-25,0.06740566995518246,20230626T1300
-1.0018033191530797,-0.983916112879817,1.4446327139958288e-37,0.026251911734725634,20230302T1200,-1.32675760759573,-0.9635244416005502,3.9395403020105526e-29,0.05318967815353697,20230619T1730,-1.3676347965046995,-0.945816652530233,4.299903030113845e-25,0.06776827658237417,20230626T1330
-0.9865618150757475,-0.9831064257615272,4.653483001789565e-37,0.026511660632251896,20230302T1230,-1.4903445524882026,-0.9551308686230818,5.165676491962419e-27,0.06670600505173688,20230619T1800,-1.4246420207684385,-0.9748601092703147,5.9054918448679504e-33,0.04699944107132891,20230626T1400
-1.0029097356388885,-0.9853968365376298,1.4462722103339265e-38,0.025013657609512515,20230302T1300,-1.130801537847873,-0.9682056027388949,1.5368005642080343e-30,0.04217049611705691,20230802T1330,-1.367258212995803,-0.9489307153482872,1.0760099558514786e-25,0.06561052384308934,20230626T1430
-0.9863521467576598,-0.9827203002065176,7.970097137742799e-37,0.026815152497033586,20230302T1330,-1.3391230139921477,-0.9849204823598406,3.108296107566872e-38,0.033951890962833534,20230802T1430,-1.450836772675274,-0.9895738308684772,4.662957550605328e-42,0.030478398762830806,20230626T1500
-0.9853848218938195,-0.9812406151011293,5.6323166610315854e-36,0.02794394012069905,20230302T1400,-1.198367080086971,-0.9885011565572989,4.832787082419149e-41,0.026459526871018928,20230803T1000,-0.8531281815506286,-0.9390067402332529,6.821803419254547e-24,0.04509781925677076,20230626T1530
-0.9940039014714126,-0.9831325296102272,4.48524487099153e-37,0.026690471850751185,20230302T1430,-1.1882223718268035,-0.9898049341659731,2.7298656823855495e-42,0.02467901153035555,20230803T1030,-0.8593546064659049,-0.9392408428165658,6.2369409637543036e-24,0.04533113219568376,20230626T1600
-1.008915551228241,-0.9819129829581571,2.3631920412368278e-36,0.02807934419052818,20230302T1500,-1.1970514782196828,-0.9906380400677717,3.5611946039719933e-43,0.02380985477174336,20230803T1100,-0.8594268476496333,-0.9392676835553616,6.173032571899011e-24,0.04532394677080618,20230626T1630
-1.0167802023370618,-0.9827522725157105,7.626313791872076e-37,0.027616114523819166,20230302T1530,-1.1346615993277884,-0.9906814374066415,3.1869573497676145e-43,0.022515783270270047,20230803T1130,-0.921166636639493,-0.9333251995944527,5.421850631177496e-23,0.05114673407732634,20230626T1700
-1.0302472142533121,-0.9834890534559972,2.696728440632312e-37,0.027362274120114202,20230302T1600,-1.1384325506651984,-0.9905554715501349,4.392604661002863e-43,0.022744959447654638,20230803T1200,-1.2120628854562352,-0.9866470633381645,1.7115896321825753e-39,0.028879619101026526,20231120T1000
-1.0118523661666685,-0.9824850471439837,1.0996974628667741e-36,0.02770001664553364,20230302T1630,-1.1363242322128189,-0.9894805099579002,5.76885937006587e-42,0.023979581154663473,20230803T1230,-1.2117110333134573,-0.9863009420123137,3.151110520491015e-39,0.029250740979328223,20231120T1030
-1.0083260042680333,-0.9833522452172954,3.282350645093573e-37,0.026893603420073874,20230302T1700,-1.1916578183440047,-0.9911908637559919,8.314854410710891e-44,0.02298247342625038,20230803T1300,-1.2102538552921664,-0.9859803114711458,5.470918914899225e-39,0.029562711501171866,20231120T1100
-1.0029297863421296,-0.9824054573286349,1.2250244001371141e-36,0.027519743294230577,20230302T1730,-1.1981032394251219,-0.9894500779378201,6.180916461183839e-42,0.02532041883055616,20230803T1330,-1.2093414850595356,-0.985175293736325,2.0707141775562046e-38,0.03039536057203594,20231120T1130
-0.9962311298136578,-0.9818787980519452,2.4718094456443346e-36,0.027753237567242125,20230302T1800,-1.2331195570136118,-0.9927346823688167,8.298412130071812e-46,0.02157264590050665,20230803T1400,-1.2101016073772757,-0.9853236399426456,1.6293356804905622e-38,0.030258483101175234,20231120T1200
-1.1565633206524002,-0.9865911446060873,1.890984221530446e-39,0.027616057891246604,20230404T0830,-1.1752823192638175,-0.9894444332023261,6.26038507344326e-42,0.024844877546098997,20230803T1430,-1.2096053628088383,-0.9855727849145467,1.083310090949171e-38,0.029982548255255766,20231120T1230
-0.9981684712795623,-0.9849517422171459,2.958311202490191e-38,0.025280541023306572,20230404T0900,-1.1777875458137912,-0.9889782551980079,1.7571373563096817e-41,0.025450703374969828,20230803T1500,-1.2099011751490185,-0.9856908467818309,8.905881261967866e-39,0.029864231270353297,20231120T1300
-1.280932901648776,-0.9804420507663798,1.5182290377697527e-35,0.037113042537171105,20230404T0930,-1.2375226481232815,-0.991665454171932,2.2126151392620238e-44,0.023206867223230718,20230803T1530,-1.210486115372252,-0.9857483420538047,8.090760653128578e-39,0.02981727410959538,20231120T1330
-1.2146417940664056,-0.9915017211155803,3.5228547341691103e-44,0.023003290390544977,20230404T1000,-1.1605766075863677,-0.98817121933597,9.494383770726113e-41,0.025996679141718958,20230803T1600,-1.210498839981072,-0.9858321011258802,7.029994698461992e-39,0.02972793828602652,20231120T1400
-1.172723717783724,-0.9933596213646122,9.649809073664195e-47,0.01960459331366588,20230404T1300,-1.1625757151499774,-0.9896869660442128,3.59324545434113e-42,0.024287811225227537,20230803T1700,-1.2106799217871564,-0.9857100563056229,8.625169177450787e-39,0.02986295022885222,20231120T1430
-1.0782302109202417,-0.9798898241517522,2.943651157926353e-35,0.031691447478603155,20230404T1330,-1.513343860763904,-0.9948815461499387,1.899058898444054e-49,0.02218572255837539,20231022T0900,-1.210657341033706,-0.9859789081382797,5.483991517270001e-39,0.029574079067757057,20231120T1500
-1.4584405042379776,-0.9731622164220343,2.7810865953490147e-32,0.04977801544898351,20230404T1400,-1.5254667125750072,-0.9952493369953644,3.1847567153932014e-50,0.021539018998265144,20231022T0930,-1.211398428379216,-0.9862148153892448,3.659091154577781e-39,0.02933690311248831,20231120T1530
